TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.math3.optimization.linear.SimplexSolver,METHOD,0.0,2,1
org.apache.commons.math3.optimization.linear.SimplexSolver,METHOD,0.0,2,1
org.apache.commons.math3.optimization.linear.SimplexSolver,LINE,0.0,38,0
