TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.google.javascript.jscomp.AliasExternals$GlobalGatherer,LINE,0.0,15,0
com.google.javascript.jscomp.SyntacticScopeCreator,LINE,0.0,49,0
com.google.javascript.jscomp.AliasExternals,LINE,0.0,18,0
