TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.joda.time.Partial,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9918074592296466,805,789
org.joda.time.Partial,METHOD,0.0,10,10
org.joda.time.Partial,METHOD,0.0,10,10
