TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.lang.time.DateUtils,METHOD,0.0,2,1
org.apache.commons.lang.time.DateUtils,METHOD,0.0,2,1
org.apache.commons.lang.time.DateUtils,LINE,0.0,58,0
