TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.google.javascript.jscomp.NameAnalyzer$FindReferences,LINE,0.0,25,0
com.google.javascript.jscomp.NameAnalyzer$FindDependencyScopes,LINE,0.0,11,0
