TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.math.analysis.solvers.BaseSecantSolver,METHOD,0.0,1,1
org.apache.commons.math.analysis.solvers.BaseSecantSolver,LINE,0.058823529411764705,51,3
