TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.google.javascript.jscomp.PeepholeFoldConstants,METHOD,0.0,1,1
com.google.javascript.jscomp.PeepholeFoldConstants,METHOD,0.0,1,1
com.google.javascript.jscomp.PeepholeFoldConstants,METHOD,0.0,1,1
com.google.javascript.jscomp.PeepholeFoldConstants,LINE,0.0,103,0
