TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName,METHOD,0.0,1,0
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName,METHOD,0.0,1,0
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName,METHOD,0.0,1,0
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName,LINE,0.0,37,0
