TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.math3.fraction.Fraction,METHOD,0.0,5,5
org.apache.commons.math3.fraction.Fraction,METHOD,0.0,5,5
